MainVertexSeq,VertexID,X,Y,Z,VertexDepth,MeshScalar
132,3555,6.91342,4.91033,-9.6015,1,114.857
132,3562,5.78467,5.61812,-9.85347,1,105.667
132,3760,4.21517,5.85526,-9.24629,2,111.833
132,3757,3.37956,6.10957,-9.12197,1,113.5
132,3761,3.56874,5.57613,-8.4701,1,114
132,3560,4.77503,6.07649,-9.88408,1,112.333
132,3568,4.00228,6.38617,-9.87596,1,111.833
132,3559,5.29057,5.81391,-9.81784,2,108.5
132,3558,5.51306,6.10886,-10.3772,1,112.167
133,3752,4.97556,5.02051,-8.54297,0,114.333
133,3752,4.97556,5.02051,-8.54297,3,114.333
133,3751,5.16957,5.42986,-9.22397,2,112.125
133,3753,4.4271,5.43671,-8.79099,1,114
133,3754,6.0247,5.1778,-9.40117,1,111.2
133,3755,5.94613,4.75354,-8.76092,1,112
133,3760,4.21517,5.85526,-9.24629,1,111.833
133,3560,4.77503,6.07649,-9.88408,1,112.333
133,3559,5.29057,5.81391,-9.81784,1,108.5
133,3562,5.78467,5.61812,-9.85347,1,105.667
133,3953,4.18434,5.18659,-8.29617,2,115
133,3954,4.39205,4.8254,-7.90571,1,111.4
133,3955,3.65898,5.03931,-7.75324,1,112.333
133,3761,3.56874,5.57613,-8.4701,1,114
133,3956,5.0363,4.59764,-7.97503,2,107.667
133,3950,5.6515,4.33814,-7.97785,1,110.4
133,4151,4.1489,4.44405,-7.16812,1,112.375
133,4154,4.99544,4.2037,-7.35628,1,112.2
134,3879,9.02063,37.984,-8.89041,0,98.3333
134,3879,9.02063,37.984,-8.89041,3,98.3333
134,3686,8.35122,37.6574,-9.55672,2,99.1667
134,3675,7.69692,37.3281,-10.2348,1,98.8333
134,3685,7.36889,37.6531,-9.52558,1,99.1667
134,3676,8.6685,37.3554,-10.2508,1,98.3333
134,3687,9.33897,37.6641,-9.5701,1,100.667
134,3878,8.02844,37.9951,-8.8735,1,99
134,3880,10.0145,37.9817,-8.89964,2,100.167
134,3688,10.323,37.6719,-9.59105,1,102
134,3881,11.001,37.9846,-8.92446,1,101
134,4080,9.69497,38.3124,-8.22588,1,98.5
134,4081,10.6857,38.3087,-8.23349,1,99.6667
134,4079,8.69652,38.3269,-8.22482,2,98.5
134,4078,7.69089,38.3642,-8.1975,1,98.3333
134,4093,8.38257,38.6823,-7.57861,1,98.6667
134,4094,9.38293,38.6551,-7.56568,1,100.333
135,3880,10.0145,37.9817,-8.89964,0,100.167
135,3880,10.0145,37.9817,-8.89964,3,100.167
135,3687,9.33897,37.6641,-9.5701,2,100.667
135,3676,8.6685,37.3554,-10.2508,1,98.3333
135,3686,8.35122,37.6574,-9.55672,1,99.1667
